Case Number,Date/Time,Created Time,Category,Subject,Corporate Name,Mode of Payment,Resolution
70759094,11/8/2024,02:14 pm,Pine Gateway Query Related,Transaction failed but amount debited,TECHARRAY NETWORK PG TICKETING V3,,
70763411,11/8/2024,04:55 pm,Pine Gateway Query Related,Transaction Status Regarding,PAYMENT SOLUTIONS PRIVATE LIMITED_6957,,
69673885,10/10/2024,10:00 am,Transaction Related Query,PG Unprocessed Information (Fee config And other issues (CCM)) was executed at 10/10/2024 10:00:05 AM,,,
69688339,10/10/2024,1:41 pm,Transaction Related Query,Re: CUSTOMER COMPLAINT_CA114283142845GQMGBU,,,
70798606,11/10/2024,10:53 pm,Pine Gateway Query Related,Status of transactio,TICKETING-PG,,
70801033,11/11/2024,10:29 am,Pine Gateway Query Related,Bankit || Pending Payout Status,FINANCE SERVICES PVT LTD PG,,
70801584,11/11/2024,11:17 am,Pine Gateway Query Related,Re: Pine Lab Payout Transaction Status !!,FINANCE SERVICES PVT LTD PG,,
70802521,11/11/2024,11:54 am,Pine Gateway Query Related,VOID PAYMENT NOT REFLECT CUSTOMER ACCOUNT,Tech Infosolutions Pvt Ltd,,
70813745,11/11/2024,06:43 pm,Pine Gateway Query Related,UPI Txn ID : 431115954158,NA,,
70818396,11/11/2024,09:27 pm,Pine Gateway Query Related,Upi issue,NA,,
70826387,11/12/2024,11:25 am,Pine Gateway Query Related,Transaction Status,Merchant Garima Fintech Pg,,
70853072,11/13/2024,01:24 pm,Pine Gateway Query Related,FW: Want to know more about failure,TECHVERSE TECHNOLOGIES PRIVATE LIMITED_6874,,
70856855,11/13/2024,04:35 pm,Pine Gateway Query Related,Re: Payment Confirmation - Urgent Assistance Required,Computer Peripherals india Private Limited,,
70986598,11/14/2024,12:38 pm,Pine Gateway Query Related,FW: Pinelabs Retry API Response PGREF2025702,Electronics Sales,,
69691505,10/10/2024,3:23 pm,Pine Gateway Complaint Related,,Electronics Sales,,
71021830,11/14/2024,04:26 pm,Pine Gateway Query Related,Follow-Up on Debit Card EMI Payment Not Received,Business Consultant Pvt. Ltd,,
71222170,11/15/2024,08:48 pm,Pine Gateway Query Related,Fw[2]: !!!!!Urgent WD PAYMENT NOT REFLECTED | Madurai Branch,DAIRY COOPERATIVE MARKETING FEDERATION LTD,,
69709055,10/11/2024,10:00 am,Transaction Related Query,PG Unprocessed Information (Fee config And other issues (CCM)) was executed at 10/11/2024 10:00:07 AM,,,
69709492,10/11/2024,10:51 am,Transaction Related Query,Re: Paymodes are not working for MID-3864992,,,
69726739,10/11/2024,6:34 pm,PG-Databases Changes,Routing Change | Easemytrip,TRAVEL PLANNERS LIMITED - PG,,
70395768,10/26/2024,12:24 pm,Pine Gateway Complaint Related,Unable to place order,Mega Retail Limited- Digital Store,,
71348167,11/17/2024,11:23 am,Pine Gateway Query Related,Regarding the declined payment,Pay By Link,,
70447414,10/28/2024,12:24 pm,Pine Gateway Complaint Related,Re: Offer Validation failed Issue | INC1190275 NewTicket,DIGITAL COMMERCE LTD,,
71363023,11/18/2024,11:57 am,Pine Gateway Query Related,User order Missing in Transaction File,Web Solutions India Pvt Ltd PG,,
71446691,11/19/2024,10:46 am,Pine Gateway Query Related,VERY IMPORTANT :- Pending Payouts Transactions (14th Nov'24),FINANCE SERVICES PVT LTD PG,,
71457953,11/19/2024,01:49 pm,Pine Gateway Query Related,Unable to Locate Transaction ID 460567280,Unit Management Private Limited_6974,,
70449045,10/28/2024,1:02 pm,Pine Gateway Complaint Related,"Pinelabs SR Failure reasons- 21-27 Oct, 2024",DIGITAL COMMERCE LTD,,
70507583,10/29/2024,7:06 pm,Pine Gateway Complaint Related,RE: Issue with Bank transaction,Electronics India Private Limited PG,,
71457997,11/19/2024,01:50 pm,Pine Gateway Query Related,Unable to Locate Transaction ID 460605612,Unit Management Private Limited_6974,,
71461711,11/19/2024,02:52 pm,Pine Gateway Query Related,Fw: North Delhi Branch WD Mother pride SAP CODE-3511146 payment not showing Rs. 14505.90 Dt-14.11.2024,DAIRY COOPERATIVE MARKETING FEDERATION LTD,,
69742206,10/12/2024,4:00 pm,Transaction Related Query,Clarification on Missing and Discrepancy in Transactions,,,
71509082,11/20/2024,12:36 pm,Pine Gateway Query Related,Unable to find 462205742,Unit Management Private Limited_6974,,
71506428,11/20/2024,11:39 am,Pine Gateway Query Related,Fw: Pine labs payment not upload in sap Gwalior Branch,DAIRY COOPERATIVE MARKETING FEDERATION LTD,,
72038914,12/2/2024,01:57 pm,Pine Gateway Complaint Related,Re: [External] Pinelabs Inquiry API transaction failure,Electronics Sales,Cards,
69750633,10/13/2024,12:49 pm,Transaction Related Query,Re: UBI - Pine labs MIS - NCISM - Counselling - From 03rd Oct 2024 to 05th Oct 2024 NewTicket,,,
69771563,10/14/2024,1:51 pm,Cyber Cell,cr no 36-24,,,
69762009,10/14/2024,12:10 pm,Pine Gateway Query Related,Re: Fw: Payment I'd: COUWL6409936135,,,
69780812,10/14/2024,4:22 pm,Transaction Related Query,Urgent: FDDI Payment Status- Mudita Tripathi,,,
71512381,11/20/2024,01:54 pm,Pine Gateway Query Related,Transaction Status : 326625,Techarray Network Pvt Ltd B2C PG,,
71514016,11/20/2024,02:50 pm,Pine Gateway Query Related,Request for Refund Status and Transaction Details,RETAIL PRIVATE LIMITED PG,,
71515484,11/20/2024,03:31 pm,Pine Gateway Query Related,Txn failed with error MERCHANT PASSWORD DOES NOT MATCH,World Business LLP PG,,
69767854,10/14/2024,1:02 pm,Pine Gateway Complaint Related,RE: payment recieved but getting Issuer_declined in status api response,TRAVEL PLANNERS LIMITED_6964,,
69766329,10/14/2024,12:51 pm,Pine Gateway Complaint Related,Re:[## 619572 ##] Payment failed - INC1192542,DIGITAL COMMERCE LTD,,
72038249,12/2/2024,01:42 pm,Pine Gateway Complaint Related,Clarification on UPI Intent Flow Response Details NewTicket,Payment Platform,UPI,"The issue was already resolved, but the merchant has been following up with another team, which is why it was marked as closed."
72038861,12/2/2024,01:56 pm,Pine Gateway Complaint Related,S2S enablement Reg NewTicket,INDIA PRIVATE LIMITED,,
71522157,11/20/2024,05:37 pm,Pine Gateway Query Related,RE: Payment details _CUST707072_ MAYUR RAJENDRA AGRAWAL,Labs Private Limited,,
72085714,12/3/2024,01:54 pm,Pine Gateway Complaint Related,LG electronics,APPLIANCES INDIA PRIVATE LIMITED,,
72183878,12/5/2024,05:13 pm,Pine Gateway Complaint Related,Re: Payments: Issue while initiating UPI payments to store,MERCHANT ARIF AMZ PG,UPI,Closed
71530050,11/21/2024,12:00 am,Pine Gateway Query Related,Transaction Status: 326999,TECHARRAY NETWORK PVT LTD PG,,
71529910,11/20/2024,11:39 pm,Pine Gateway Query Related,Final Transaction Status :- 326877,TECHARRAY NETWORK PVT LTD PG TICKETING,,
69811267,10/15/2024,12:41 pm,Transaction Related Query,Ramjas_SFIL_Course Fee payment link disable (2024-25),,,
71544823,11/21/2024,11:52 am,Pine Gateway Query Related,Transaction Status Required - Mobiles N More,PAY BY LINK,,
69805579,10/15/2024,11:09 am,Transaction Related Query,[## 618718 ##] Electronic SKU failed refunds,,,
71558035,11/21/2024,03:08 pm,Pine Gateway Query Related,TID number :- 41673874,HOLIDAYS AND RESORTS,,
72212816,12/6/2024,02:22 pm,Pine Gateway Complaint Related,Re: [External] Pinelabs Inquiry API transaction failure NewTicket,Electronics Sales,Cards,
71560577,11/21/2024,03:43 pm,Pine Gateway Query Related,unable to find 462659902,Unit Management Private Limited_6974,,
71560525,11/21/2024,03:42 pm,Pine Gateway Query Related,unable to find 462862217,Unit Management Private Limited_6974,,
71569682,11/21/2024,06:57 pm,Pine Gateway Query Related,Transaction failed but amount debited NewTicket,TECHARRAY NETWORK PG TICKETING V3,,
71595627,11/22/2024,11:21 am,Pine Gateway Query Related,User order Missing in Transaction File NewTicket,Web Solutions India Pvt Ltd PG,,
71615631,11/22/2024,05:46 pm,Pine Gateway Query Related,"""Indusind Bank CC|Oct'24",Multiple Merchants,,
71653810,11/23/2024,01:10 pm,Pine Gateway Query Related,Fw: Transfer Amount not reflecting in Ledger,DAIRY COOPERATIVE MARKETING FEDERATION LTD,,
69804760,10/15/2024,10:49 am,Pine Gateway Complaint Related,Unable to do conduct EMI transaction for below Merchant Order IDs,TECH TECHNOLOGIES GLOBAL PVT LTD PG,,
71733047,11/25/2024,03:28 pm,Pine Gateway Query Related,Failed to fetch Payment status,Facility services India Pvt Ltd PG,,
72387082,12/11/2024,11:02 am,Pine Gateway Complaint Related,Amul PG - UPI acquirer change.,Dairy Cooperative Marketing Federation Limited,,Resolved by analysis
72403668,12/11/2024,04:54 pm,Pine Gateway Complaint Related,[Urgent] - Vijay Sales - Pay by Link Email Issues,Electronics Sales,,We have discussed this with @Pranav Patil 16640? his checking with merchant and sharing sample mail with us.  But not received any update yet.  Once receive any update will update over the case as wel
69852604,10/16/2024,1:48 pm,Payment Gateway Related,Fw: Bill Payment Failed on Canara Setu- Awaiting Resolution,,,
69854843,10/16/2024,3:53 pm,Transaction Related Query,Adm no 9621,,,
71761459,11/26/2024,10:28 am,Pine Gateway Query Related,Fw: Pine LAB transaction not upload in SAP,DAIRY COOPERATIVE MARKETING FEDERATION LTD,,
71774998,11/26/2024,03:59 pm,Pine Gateway Query Related,Failed to fetch the Payment Status.,Facility services India Pvt Ltd PG,,
71776112,11/26/2024,04:36 pm,Pine Gateway Query Related,Transaction Issue for UTR : 433022603614,FINPAY LLP PAYOUT,,
71775982,11/26/2024,04:32 pm,Pine Gateway Query Related,"""Axis Bank EMI|Aug'24""",MEGA RETAIL LIMITED ONLINEMART JMD,,
71780268,11/26/2024,05:43 pm,Pine Gateway Query Related,Forward MPR received for Payment Failure cases,Mega Retail Limited Online Store,,
71903707,11/29/2024,04:50 pm,Pine Gateway Query Related,,Solution Systems Private Limited Education,Cards,
71785253,11/26/2024,08:09 pm,Pine Gateway Query Related,Pinelabs PG - In-correct Net Effective Amount Received - 17326238760119276M,Mega Retail Limited Online Store,,
71809329,11/27/2024,01:38 pm,Pine Gateway Query Related,Unable to find,Unit Management Private Limited_6974,,
72416973,12/12/2024,11:48 am,Pine Gateway Complaint Related,RE: Highly Urgent - Kottakota Business Development | CBK recd on 153 txns | Amount 15.16 lacs,BUSINESS DEVELOPMENT PRIVATE LIMITED,,Risk team confirmed TID has been blocked
71815413,11/27/2024,03:30 pm,Pine Gateway Query Related,Fw: Payment not reflected,DAIRY COOPERATIVE MARKETING FEDERATION LTD,,
71847992,11/28/2024,01:16 pm,Pine Gateway Query Related,Payout transaction successful but not credited in beneficiary account - Very Urgent,FINANCE SERVICES PVT LTD PG,,
71881018,11/29/2024,11:31 am,Pine Gateway Query Related,Autope DMRC,Payment So Pvt Ltd METRO PG,,
71911978,11/29/2024,08:39 pm,Pine Gateway Query Related,FW: Chargeback/Dispute | PayGlocal-9788,Internal,,
71940487,11/30/2024,06:12 pm,Pine Gateway Query Related,Stop Order Refund  Order No.  59686,Web Solutions India Pvt Ltd PG,,
71940457,11/30/2024,06:08 pm,Pine Gateway Query Related,Order Refund  Order No.  59686,Web Solutions India Pvt Ltd PG,,
70660706,11/4/2024,02:09 pm,Pine Gateway Query Related,Refund Failure Transactions Pinelab-30 Oct-24 NewTicket,DIGITAL COMMERCE LTD,,
72473312,12/14/2024,04:15 pm,Pine Gateway Complaint Related,Vythiri Village Resort : Payment Gateway : Issue - Urgent,RESORTS PRIVATE LIMITED PG,,Webhook URL has been configured
70697180,11/5/2024,07:57 pm,Pine Gateway Query Related,Re: Payment Failure | No Broker,Property Technologies Solutions Pvt Ltd Education PG,,
72511077,12/17/2024,11:04 am,Pine Gateway Complaint Related,RE: Issue in HDFC bank | APMI,Financial Port Mangrs Association Fintech B2B PG,net banking,"Payment mode issue, park to plural tech support"
69879733,10/17/2024,10:34 am,Pine Gateway Complaint Related,Pinelabs New Error Message -TRANSACTION IS IN PROGRESS,Electronics India Private Limited PG,,
70724840,11/7/2024,11:11 am,Pine Gateway Query Related,RE: Order #12167267271 - Transaction status failure but Shipped on Gpv2,Electronics India Private Limited PG,,
72564110,12/19/2024,11:43 am,Pine Gateway Complaint Related,Re: Incorrect CVV - Pine lab,INNOVATIONS PRIVATE LIMITED_7010,,"Merchant raised the query that merchant did one transaction, and transaction has been done with wrong CVV number, and we are raising this issue to the plural tech team."
70739919,11/7/2024,07:10 pm,Pine Gateway Query Related,Unable to sync the status | Pinelab|,Innovate Paytech solution Private LTD,,
72570705,12/19/2024,02:51 pm,Pine Gateway Complaint Related,Paythroutgh | Pinelabs - UPI intent transactions failing,Paysoft Softwares and Solutions Private Limited B2C PG,UPI,"UPI transactions issue, park to plural tech support"
69952965,10/18/2024,11:14 am,Transaction Related Query,Re: Social Media Complaint/Query -163731,,,
70760192,11/8/2024,02:44 pm,Pine Gateway Query Related,RE: RE:(2) Payment failed confirmation-07.11.2,Electronics India Private Limited PG,,
69969962,10/18/2024,2:42 pm,Transaction Related Query,Re: Re: Social Media Complaint/Query -164428,,,
69977942,10/18/2024,5:16 pm,Transaction Related Query,Re: CUSTOMER COMPLAINT_CA114277085628KKN458,,,
69997061,10/18/2024,10:59 pm,PG-Transaction issue,Enquiry into certain APIs,PAYMENT SOLUTIONS PRIVATE LIMITED_6957,,
70807490,11/11/2024,02:28 pm,Pine Gateway Query Related,Re: Status Update Issue,Solution Systems Private Limited Education,,
70835993,11/12/2024,04:15 pm,Pine Gateway Query Related,Re: Payment Failure | No Broker NewTicket,Property Technologies Solutions Pvt Ltd Education PG,,
71192295,11/15/2024,04:05 pm,Pine Gateway Query Related,Re: ORDER_32001259566,APPLIANCES INDIA PRIVATE LIMITED,Cards,
72570786,12/19/2024,02:54 pm,Pine Gateway Complaint Related,Urgent: Transaction Failures,Paysoft Softwares and Solutions Private Limited B2C PG2C,,Clsoing as duplicate as same issue is going on different case id:72570705
70849235,11/13/2024,09:48 am,Pine Gateway Query Related,refund confirmation 231898772,MOBILE TECH I PVT LTD PG,,
69970535,10/18/2024,2:54 pm,Pine Gateway Complaint Related,URGENT: Response code 1001 ERROR on process payment,Magna Solutions,,
70968674,11/14/2024,10:22 am,Pine Gateway Query Related,Transaction Status Regarding,PAYMENT SOLUTIONS PRIVATE LIMITED_6957,,
72595241,12/20/2024,03:42 pm,Pine Gateway Complaint Related,Easebuzz | Pinelabs EMI | Production issue,Payment Platform,,Resolved by analysis
72596888,12/20/2024,04:36 pm,Pine Gateway Complaint Related,Offer validation Failed 2012,DIGITAL COMMERCE LTD,,Transactions are getting failed due to offer validation failed and we have shared the details with the onboarding team to check the scheme and offer issues.
71029678,11/14/2024,05:21 pm,Pine Gateway Query Related,Regarding the transaction,ePaymentHub,,
70016124,10/19/2024,8:13 am,Transaction Related Query,NEW ADMISSION FEES ADMN NO 9988- FEES WEF FORM 01 AUG 24 TO 31 MAR 25,,,
71195773,11/15/2024,04:27 pm,Pine Gateway Query Related,Fw: ERROR IN BILLING,Electronics Commerce Private Limited,UPI,
72638283,12/23/2024,10:02 am,Pine Gateway Complaint Related,OTP page time out error - EMT,TRAVEL PLANNERS LIMITED_6964,,Merchant is getting the time out error on otp page and raising this case to plural tech team.
71203912,11/15/2024,05:39 pm,Pine Gateway Query Related,Re: ORDER_32001259566,APPLIANCES INDIA PRIVATE LIMITED,Cards,
72648822,12/23/2024,01:28 pm,Pine Gateway Complaint Related,Rate revision - Gujarat Co-Operative Milk Marketing Federation Limited ( Amul) / MID 324923 NewTicket,DAIRY COOPERATIVE MARKETING FEDERATION LTD,,UPI payment mode needs to disable and Akhilesh has been disabled UPI on all payment TIDs.
71314402,11/16/2024,04:31 pm,Pine Gateway Query Related,capture the payment,Property Technologies Solutions Pvt Ltd Education PG,,
72659874,12/23/2024,05:37 pm,Pine Gateway Complaint Related,RE: Issue in HDFC bank | APMI NewTicket,Financial Port Mangrs Association Fintech B2B PG,,Resolved by analysis
70124761,10/21/2024,8:21 am,Transaction Related Query,Adm no 9805,,,
72682968,12/24/2024,03:47 pm,Pine Gateway Complaint Related,Scheme details for LG SKU,Mega Retail Limited- Digital Store,,Alfin need to follow up with the OEM for SCHEME DETAILS.
70128324,10/21/2024,11:54 am,Transaction Related Query,PINE PG Transaction ID 98959072351910202442 Amount Rs162500/-,,,
70131498,10/21/2024,12:46 pm,Pine Gateway Request Related,Adm No 9959,,,
70132989,10/21/2024,1:30 pm,Transaction Related Query,Re: Re: SOCIAL MEDIA COMPLAINT_CA114284002105R6OT8U,,,
70134222,10/21/2024,2:07 pm,Transaction Related Query,Request to Create “Re-appear in Internal Assessment/ Practical/ Tutorial” Head under Miscellaneous Fee,,,
70136394,10/21/2024,3:30 pm,Transaction Related Query,Re: Transaction not settled for MID-2486064,,,
71359587,11/18/2024,09:54 am,Pine Gateway Query Related,PINELABS URGENT TRANSACTION STATUS REQUIRED: YINB2476952334,Trading Broking Limited,,
70139528,10/21/2024,4:44 pm,Payment Gateway Related,Re: UBI Refund_UG-2024_10-Oct-2024 NewTicket,,,
71389296,11/18/2024,06:28 pm,Pine Gateway Query Related,PINELABS URGENT TRANSACTION STATUS REQUIRED: YINB2476903113,Trading Broking Limited PG,,
70132689,10/21/2024,1:22 pm,Pine Gateway Complaint Related,FW: FW: Market Hub on Boarding | Net Banking facility,Financial Port Mangrs Association Fintech B2B PG,,
71448808,11/19/2024,11:26 am,Pine Gateway Query Related,Fwd: Error while making payment,EDUTECH PRIVATE LIMITED,,
71450883,11/19/2024,11:52 am,Pine Gateway Query Related,PINELABS URGENT TRANSACTION STATUS REQUIRED: 5264597887094673,Trading Broking Limited PG,,
71726803,11/25/2024,01:16 pm,Pine Gateway Query Related,Refund Failure Transactions Pinelab-25 Nov -24,DIGITAL COMMERCE LTD,,
72721157,12/26/2024,04:18 pm,Pine Gateway Complaint Related,"Re: URGENT ATTENTION- Pine Lab ""No Cost EMI"" option deactivated",Commerce,,
72736996,12/27/2024,12:37 pm,Pine Gateway Complaint Related,Re: PineLabs || New Merchant Onboarding - Vishal Peripherals NewTicket,Merchant Vikas_7018,,"The merchant is attempting to perform a UPI Collect transaction, but upon checking the database, we found that Kotak Setu is set with priority 1, which is preventing the UPI Collect transaction. If bo"
